City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches(last 3hrs),Snow inches(last 3hrs)
515,Mezen,RU,1/4/2020 21:23,65.85,44.24,26.67,89,99,14.09,light snow,0,0
516,Aksum,ET,1/4/2020 21:23,14.12,38.72,63,64,3,2.24,clear sky,0,0
517,Broadford,AU,1/4/2020 21:23,-37.2,145.05,59,82,75,11.41,light rain,0,0
518,Conde,BR,1/4/2020 21:23,-11.81,-37.61,80.78,80,100,17.56,overcast clouds,0,0
519,Sisimiut,GL,1/4/2020 21:23,66.94,-53.67,7.54,88,100,4.9,overcast clouds,0,0
520,Tual,ID,1/4/2020 21:23,-5.67,132.75,82.65,79,100,18.99,light rain,2.44,0
521,Prachuap Khiri Khan,TH,1/4/2020 21:23,11.81,99.79,76.42,77,25,5.17,scattered clouds,0,0
522,Kouroussa,GN,1/4/2020 21:23,10.65,-9.88,68.52,13,57,3.31,broken clouds,0,0
523,Port Hawkesbury,CA,1/4/2020 21:23,45.62,-61.36,36,92,90,4.7,overcast clouds,0,0
524,Northam,AU,1/4/2020 21:23,-31.65,116.67,66.2,34,0,10.29,clear sky,0,0
525,Dongsheng,CN,1/4/2020 21:23,29.72,112.52,45.39,82,100,3.74,overcast clouds,0,0
526,Komsomolskiy,RU,1/4/2020 21:23,67.55,63.78,25.43,90,78,17.94,broken clouds,0,0
527,Santa Rosa,AR,1/4/2020 21:23,-36.62,-64.29,95.04,31,61,3,broken clouds,0,0
528,Yenagoa,NG,1/4/2020 21:23,4.92,6.26,76.93,57,100,4.25,overcast clouds,0,0
529,Mount Gambier,AU,1/4/2020 21:20,-37.83,140.78,57.2,62,100,8.05,overcast clouds,0,0
530,Maunabo,PR,1/4/2020 21:23,18.01,-65.9,82.4,69,40,9.17,scattered clouds,0,0
531,Banda Aceh,ID,1/4/2020 21:23,5.56,95.32,71.83,87,0,5.14,clear sky,0,0
532,Bilma,NE,1/4/2020 21:23,18.69,12.92,49.51,34,0,3.24,clear sky,0,0
533,Amahai,ID,1/4/2020 21:23,-3.31,129,81.5,79,100,7.72,overcast clouds,0,0
534,Borba,BR,1/4/2020 21:23,-4.39,-59.59,85.77,67,72,2.26,broken clouds,0,0
535,Enshi,CN,1/4/2020 21:23,30.29,109.48,40.03,97,100,2.06,light rain,0.75,0
536,Gat,SN,1/4/2020 21:23,14.69,-16.54,77,33,30,2.24,scattered clouds,0,0
537,Fuerte Olimpo,BR,1/4/2020 21:23,-21.04,-57.87,98.19,21,0,8.59,clear sky,0,0
538,Marawi,PH,1/4/2020 21:23,8,124.29,71.01,90,8,7,clear sky,0,0
539,Beni,CD,1/4/2020 21:23,0.49,29.47,66.2,93,88,2.1,light rain,1.19,0
540,Salina,US,1/4/2020 21:22,38.84,-97.61,48.99,39,1,13.87,clear sky,0,0
541,Eskisehir,TR,1/4/2020 21:23,39.78,30.52,32,81,75,8.05,broken clouds,0,0
542,Fairlie,US,1/4/2020 21:23,33.31,-95.96,60.8,28,1,5.82,clear sky,0,0
543,Baykalovo,RU,1/4/2020 21:23,64.58,40.26,26.6,92,40,4.47,scattered clouds,0,0
544,Novita,CO,1/4/2020 21:23,4.96,-76.61,77.05,90,28,2.8,moderate rain,3.38,0
545,Boguchany,RU,1/4/2020 21:23,58.38,97.46,12.54,93,76,8.41,broken clouds,0,0
546,Carbonia,IT,1/4/2020 21:23,39.17,8.53,53.6,87,20,5.82,few clouds,0,0
547,Kasempa,ZM,1/4/2020 21:23,-13.46,25.83,62.69,98,100,4.79,overcast clouds,0,0
548,Nuevo Progreso,US,1/4/2020 21:23,26.05,-97.95,75,21,40,3.36,scattered clouds,0,0
549,Seoul,KR,1/4/2020 21:20,37.57,126.98,23,79,1,1.07,clear sky,0,0
550,Goderich,CA,1/4/2020 21:23,43.74,-81.71,33.01,78,94,1.99,light snow,0,0
551,Batagay,RU,1/4/2020 21:23,67.65,134.64,-27.63,94,0,1.1,clear sky,0,0
552,Sun Valley,US,1/4/2020 21:22,39.6,-119.78,57.2,42,1,11.41,clear sky,0,0
553,Chapais,CA,1/4/2020 21:23,49.78,-74.86,10.4,78,90,5.82,light snow,0,0
554,Touros,BR,1/4/2020 21:23,-5.2,-35.46,82.4,69,20,13.87,few clouds,0,0
555,Nisporeni,MD,1/4/2020 21:23,47.07,28.18,39.2,80,64,6.93,broken clouds,0,0
556,San Jorge,PH,1/4/2020 21:23,11.98,124.82,70.93,95,35,4.05,light rain,0.56,0
557,Vasyshcheve,UA,1/4/2020 21:23,49.83,36.33,32,93,75,6.71,light shower snow,0,0
558,Nome,US,1/4/2020 21:23,30.04,-94.42,68,34,1,10.29,clear sky,0,0
559,Ilhabela,BR,1/4/2020 21:23,-23.78,-45.36,76.84,85,100,5.14,light rain,2.13,0
560,Bodden Town,KY,1/4/2020 21:23,19.28,-81.25,86,79,75,3.36,shower rain,0,0
